specSHA256	specBlob	candidateLedgerSHA256	candidateRowRoot	unitStartLine	unitID	baselineRequirementID	replacementRequirementID	currentAssertionByteSpans	currentAssertionText	replacementAssertionByteSpans	replacementAssertionText	currentSharedContextByteSpans	currentSharedContextText	sharedContextByteSpans	sharedContextText	currentDisposition	disposition	currentSourceIDs	sourceIDs	currentSourceClass	sourceClass	currentTargetTuple	targetTuple	resolution	reason
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	330	QUN-6a86b97b9b3ad2ac9b0fd135	QRS-a8e7042541aa20136408aa3f	QRS-ae17e4eea3f2a4f2bd111ff4	16704:16754	Their loss must\nnot erase or rewrite source truth.	16704:16754	Their loss must\nnot erase or rewrite source truth.	-	-	16564:16703	Embeddings, reranker scores, summaries, FTS indexes, caches, local KV images,\nand presentation projections remain rebuildable acceleration.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	design.admission@-@architectureConstraint@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Architecture.globalInvariant@-@nonExecutable	design.admission@-@architectureConstraint@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Architecture.globalInvariant@-@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	353	QUN-c7d35030fb67ad7054d2ec27	QRS-096ed58ea5aa2a83079600ec	QRS-9413cc4cd178db5499da5d06	17962:18007	it is not described as the same live process.	17962:18007	it is not described as the same live process.	-	-	17878:17961	A dead PTY reopens its admitted invocation manifest and\naccepted transcript prefix;	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	design.admission@-@architectureConstraint@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Architecture.globalInvariant@-@nonExecutable	design.admission@-@architectureConstraint@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Architecture.globalInvariant@-@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	362	QUN-f5277bf13eba0075826e25c2	QRS-79cacb99c3a89c5ca5ec599c	QRS-54c25d312e9dc6464dd0513d	18417:18576	This reuses incumbent authority, supports incremental\nadoption, and permits crash testing at every boundary without a generic\nparticipant protocol or registry.	18417:18576	This reuses incumbent authority, supports incremental\nadoption, and permits crash testing at every boundary without a generic\nparticipant protocol or registry.	-	-	18088:18171,18172:18243,18251:18306,18308:18357,18358:18416	Each incumbent owner emits only its already classified bounded Artifact or\nreceipt. | The incumbent continuity manifest references that fixed evidence\nmatrix | one K3 CAS chooses the active checkpoint Ref generation | Cross-\ndatabase writes are staged and reconciled; | they are never misrepresented as\none physical transaction.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	design.admission@-@architectureConstraint@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Architecture.globalInvariant@-@nonExecutable	design.admission@-@architectureConstraint@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Architecture.globalInvariant@-@nonExecutable	REPLACE_EXACT_ATOM	LAYERED_RECOVERY_SPINE_CAUSE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	362	QUN-f5277bf13eba0075826e25c2	QRS-895a7833c6d3063feb599002	QRS-e474669208f3a6519e3b4c68	18172:18243	The incumbent continuity manifest references that fixed evidence\nmatrix	18172:18243	The incumbent continuity manifest references that fixed evidence\nmatrix	-	-	18088:18171	Each incumbent owner emits only its already classified bounded Artifact or\nreceipt.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable	REPLACE_EXACT_ATOM	FIXED_EVIDENCE_MATRIX
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	362	QUN-f5277bf13eba0075826e25c2	QRS-c63718b95d9b0b2fec35b0bc	QRS-06fc31a27c95ea945807b796	18358:18416	they are never misrepresented as\none physical transaction.	18358:18416	they are never misrepresented as\none physical transaction.	-	-	18308:18357	Cross-\ndatabase writes are staged and reconciled;	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	design.admission@-@architectureConstraint@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Architecture.globalInvariant@-@nonExecutable	design.admission@-@architectureConstraint@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Architecture.globalInvariant@-@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	372	QUN-baf551f7e2a0588336fb463a	QRS-b1d4ef91621b28a0baee91f7	QRS-952f36b46de04420f8e2ab44	18805:18926	Making it contain everything would create a\nsecond Artifact Store and enlarge the K3 writer into an unbounded bottleneck.	18805:18926	Making it contain everything would create a\nsecond Artifact Store and enlarge the K3 writer into an unbounded bottleneck.	-	-	18616:18804	The EventLog already provides useful ordering and replay, but it is not a safe\nsubstitute for immutable bodies, large typed snapshots, retention receipts,\ncustody, or external-owner state.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH|C08-GIF|C08-CONTINUITY|P0C-OWNERS	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	P0B-AUTH:repositoryCommitted:admittedControlled|C08-GIF:repositoryPrecommit:pendingA0|C08-CONTINUITY:repositoryPrecommit:pendingA0|P0C-OWNERS:repositoryPrecommit:pendingProtectedIntake	artifact.mesh@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASArtifactMeshCore.swift@BASArtifactMeshCore@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	artifact.mesh@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASArtifactMeshCore.swift@BASArtifactMeshCore@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	REPLACE_EXACT_ATOM	EVENTLOG_ONLY_CAUSE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	397	QUN-4ce967f5c394e4d304b9892d	QRS-770b29e820e4a3f234b3462f	QRS-739201cf6bca9b8e6e43a1d1	20000:20046	it is not the V2 transition-02 candidate tree.	20000:20046	it is not the V2 transition-02 candidate tree.	-	-	19823:19941	Freeze the complete protected 33-path P0 worktree as a preservation snapshot\n   and path manifest without changing it.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	397	QUN-4ce967f5c394e4d304b9892d	QRS-e70abeabf86cdb7813e2164c	QRS-1c2ad45cc403f2b6c6e07bc0	19942:19999	This snapshot prevents loss and\n   supports later intake;	19942:19999	This snapshot prevents loss and\n   supports later intake;	-	-	19823:19941	Freeze the complete protected 33-path P0 worktree as a preservation snapshot\n   and path manifest without changing it.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	REPLACE_EXACT_ATOM	PRESERVATION_SNAPSHOT
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	400	QUN-155ca7df34b0e1393a2587c4	QRS-4aa006adb2674a7b4ce574d0	QRS-758e3568d70b3a5387d226f7	20308:20371	None of the other 32 protected paths enters this\n   transition.	20308:20371	None of the other 32 protected paths enters this\n   transition.	-	-	20211:20307	The V2 transition-02 candidate tree differs from that base by only\n   the exact 2026-08-10 blob.	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28	SPEC28	SPEC28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@admissionTask@-@-@A0.protectedPathIntakeAdmission@nonExecutable	design.admission@-@admissionTask@-@-@A0.protectedPathIntakeAdmission@nonExecutable	REPLACE_EXACT_ATOM	V2_TRANSITION_CANDIDATE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	400	QUN-155ca7df34b0e1393a2587c4	QRS-d4c71487091ff7863048e2f0	QRS-9ca6f5dd480fa8f58ef21b5d	20211:20307	The V2 transition-02 candidate tree differs from that base by only\n   the exact 2026-08-10 blob.	20211:20307	The V2 transition-02 candidate tree differs from that base by only\n   the exact 2026-08-10 blob.	-	-	20050:20210	Construct the design-admission base from the exact admitted V1 state where\n   the 2026-08-02 design edge is present and the 2026-08-10 design blob is\n   absent.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	REPLACE_EXACT_ATOM	ADMITTED_V1_BASE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	409	QUN-3b5b1ef5d1e8ace8c35e5119	QRS-8e9ed25a68d0fb8dbf1d1490	QRS-a929c1ba19494430cb39b59b	21332:21383	retry or lost reply looks up that complete identity	21332:21383	retry or lost reply looks up that complete identity	-	-	21224:21331	The V2 operation/\n   receipt binds the amendment identity and the design-source identity from A0 step\n   3;	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	REPLACE_EXACT_ATOM	COMPLETE_V2_IDENTITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	409	QUN-3b5b1ef5d1e8ace8c35e5119	QRS-ff2f3d40aeea0aeed54ff1dd	QRS-ff52c766aaeac8d0290a3e44	21153:21223	The 33-path\n   preservation tree is never substituted for either tree.	21153:21223	The 33-path\n   preservation tree is never substituted for either tree.	-	-	20949:21152	The stable V2 identity additionally binds both ordered design\n   tuples, the exact V2 base tree that already contains 08-02, and the exact V2\n   candidate tree that differs only by the pinned 08-10 blob.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	REPLACE_EXACT_ATOM	ORDERED_DESIGN_TREES
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	447	QUN-b0e91ae95a8424892a5be0b9	QRS-6df2b48a702f123437b0ac72	QRS-37f6525c7e30ef05bc3ad20f	23283:23412	This preserves\nhistorical V1 replay while preventing a valid V2 transition 02 from reconnecting\nto a stale V1 downstream lineage.	23283:23412	This preserves\nhistorical V1 replay while preventing a valid V2 transition 02 from reconnecting\nto a stale V1 downstream lineage.	-	-	22984:23281	Every V2 transition 03-19 operation key and receipt is schema-distinct from its\nhistorical V1 counterpart and binds the exact V2 transition-02 candidate tree\nas its immediate design-source predecessor. No V1 downstream receipt/key may\nbe reused, reinterpreted, or backfilled to continue a V2 chain	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH|P0B-TASK0|C08-AUTH|P0C-RECOVERY|P0X|P33	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	P0B-AUTH:repositoryCommitted:admittedControlled|P0B-TASK0:repositoryCommitted:admittedControlled|C08-AUTH:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake|P0X:repositoryCommitted:admittedControlled|P33:repositoryPrecommit:forensicEvidenceOnly	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	design.admission@-@controlledSourceAdmission@docs/superpowers/plans/2026-08-24-qinao-p0-execution-containment.md@A0.controlledPlanConvergence@-@nonExecutable	REPLACE_EXACT_ATOM	V1_V2_CHAIN_CAUSE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	472	QUN-f8b48045c140b1d5cd3dd829	QRS-0513f1352506813a2a9569fb	QRS-e24d19f0ed0197d3000e9a21	24513:24547	It is not merely a content digest.	24513:24547	It is not merely a content digest.	-	-	24341:24512	The common stable semantic operation identity binds only owner, Workspace/\n  Session/incarnation, operation kind, and a caller-independent request/\n  idempotency identity.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|C08-PERSIST|P0C-RECOVERY	P0B-W1|P0B-W2|C08-PERSIST|P0C-RECOVERY	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable	REPLACE_EXACT_ATOM	STABLE_OPERATION_IDENTITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	472	QUN-f8b48045c140b1d5cd3dd829	QRS-0bf493a24cdbd07bb89e5faa	QRS-149b64fad5fe029cf1e1f6c6	25022:25076	A retry\n  reopens that operation-kind-specific binding	25022:25076	A retry\n  reopens that operation-kind-specific binding	-	-	24548:24713	Each operation kind\n  then uses its incumbent closed presence matrix to decide which immutable\n  predecessor or epoch coordinates are additionally bound in that row.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|C08-PERSIST|P0C-RECOVERY	P0B-W1|P0B-W2|C08-PERSIST|P0C-RECOVERY	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-RECOVERY:repositoryPrecommit:pendingProtectedIntake	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable	REPLACE_EXACT_ATOM	OPERATION_BINDING_MATRIX
